Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
custom keyword,Chrome 71.0.3578.98,,2018-12-13 16:50:18,2018-12-13 16:53:26,3m - 8.286s,PASSED
,,,,,,
Test Cases/Rajiv/JavaScript,Chrome 71.0.3578.98,This is the sample JavaScript Project.,2018-12-13 16:50:22,2018-12-13 16:53:26,3m - 3.906s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 71.0.3578.98,,2018-12-13 16:50:23,2018-12-13 16:50:23,0.024s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 71.0.3578.98,,2018-12-13 16:50:23,2018-12-13 16:50:23,0.058s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2018-12-13 16:50:27,2018-12-13 16:51:28,1m - 1.803s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2018-12-13 16:51:28,2018-12-13 16:51:30,1.478s,PASSED
"executeJavaScript(""window.location='https://www.freecrm.com'"", null)",Chrome 71.0.3578.98,,2018-12-13 16:51:30,2018-12-13 16:51:40,10.020s,PASSED
"wb1 = findWebElement(findTestObject(""Object Repository/JavaScript/FreeCRMUsername""), 5)",Chrome 71.0.3578.98,,2018-12-13 16:51:40,2018-12-13 16:51:48,7.773s,PASSED
"wb2 = findWebElement(findTestObject(""Object Repository/JavaScript/FreeCRMPassword""), 5)",Chrome 71.0.3578.98,,2018-12-13 16:51:48,2018-12-13 16:51:48,0.773s,PASSED
"wb3 = findWebElement(findTestObject(""Object Repository/JavaScript/FreeCRMLoginBtn""), 5)",Chrome 71.0.3578.98,,2018-12-13 16:51:48,2018-12-13 16:51:50,1.547s,PASSED
delay(2),Chrome 71.0.3578.98,,2018-12-13 16:51:50,2018-12-13 16:51:52,2.298s,PASSED
"javaScript.JavaScriptExecutor.jsType(variable, wb1)",Chrome 71.0.3578.98,,2018-12-13 16:51:52,2018-12-13 16:51:56,3.670s,PASSED
"javaScript.JavaScriptExecutor.jsType(variable_0, wb2)",Chrome 71.0.3578.98,,2018-12-13 16:51:56,2018-12-13 16:51:59,3.239s,PASSED
javaScript.JavaScriptExecutor.jsClick(wb3),Chrome 71.0.3578.98,,2018-12-13 16:51:59,2018-12-13 16:53:00,1m - 0.322s,PASSED
"javaScript.JavaScriptExecutor.alertGenerator(""This Alert is generated by JavaScript !! "")",Chrome 71.0.3578.98,,2018-12-13 16:53:00,2018-12-13 16:53:03,3.453s,PASSED
delay(2),Chrome 71.0.3578.98,,2018-12-13 16:53:03,2018-12-13 16:53:05,2.179s,PASSED
acceptAlert(),Chrome 71.0.3578.98,,2018-12-13 16:53:05,2018-12-13 16:53:08,2.394s,PASSED
delay(3),Chrome 71.0.3578.98,,2018-12-13 16:53:08,2018-12-13 16:53:11,3.006s,PASSED
"switchToFrame(findTestObject(""Object Repository/JavaScript/iFrame""), 5)",Chrome 71.0.3578.98,,2018-12-13 16:53:11,2018-12-13 16:53:15,4.186s,PASSED
"wb4 = findWebElement(findTestObject(""Object Repository/JavaScript/FreeCRMLogout""), 5)",Chrome 71.0.3578.98,,2018-12-13 16:53:15,2018-12-13 16:53:15,0.215s,PASSED
javaScript.JavaScriptExecutor.jsClick(wb4),Chrome 71.0.3578.98,,2018-12-13 16:53:15,2018-12-13 16:53:20,5.226s,PASSED
delay(3),Chrome 71.0.3578.98,,2018-12-13 16:53:20,2018-12-13 16:53:23,3.003s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2018-12-13 16:53:23,2018-12-13 16:53:26,2.710s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2018-12-13 16:53:26,2018-12-13 16:53:26,0.007s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2018-12-13 16:53:26,2018-12-13 16:53:26,0.004s,PASSED
