Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Excel_Read_Write,Chrome 71.0.3578.98,,2018-12-18 11:03:23,2018-12-18 11:04:53,1m - 30.173s,PASSED
,,,,,,
Test Cases/Nikita/Orange HRM/Excel_write_Demo,Chrome 71.0.3578.98,,2018-12-18 11:03:27,2018-12-18 11:03:34,7.461s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 71.0.3578.98,,2018-12-18 11:03:27,2018-12-18 11:03:28,0.437s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 71.0.3578.98,,2018-12-18 11:03:28,2018-12-18 11:03:28,0.007s,PASSED
com.poi.writeExcelSheet.excelWrite(),Chrome 71.0.3578.98,,2018-12-18 11:03:29,2018-12-18 11:03:34,5.058s,PASSED
"println(""Test passed"")",Chrome 71.0.3578.98,,2018-12-18 11:03:34,2018-12-18 11:03:34,0.004s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2018-12-18 11:03:34,2018-12-18 11:03:34,0.005s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2018-12-18 11:03:34,2018-12-18 11:03:34,0.005s,PASSED
,,,,,,
Test Cases/Nikita/Orange HRM/List_excel Write,Chrome 71.0.3578.98,,2018-12-18 11:03:35,2018-12-18 11:04:20,45.642s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 71.0.3578.98,,2018-12-18 11:03:35,2018-12-18 11:03:35,0.005s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 71.0.3578.98,,2018-12-18 11:03:35,2018-12-18 11:03:35,0.002s,PASSED
"openBrowser(""https://www.w3schools.com/"")",Chrome 71.0.3578.98,,2018-12-18 11:03:35,2018-12-18 11:04:12,36.081s,PASSED
"wb = findWebElements(findTestObject(""Object Repository/Excel_List/List""), 30)",Chrome 71.0.3578.98,,2018-12-18 11:04:12,2018-12-18 11:04:12,0.229s,PASSED
for (org.openqa.selenium.WebElement wa : wb),Chrome 71.0.3578.98,,2018-12-18 11:04:12,2018-12-18 11:04:20,8.356s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2018-12-18 11:04:20,2018-12-18 11:04:20,0.004s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2018-12-18 11:04:20,2018-12-18 11:04:20,0.001s,PASSED
,,,,,,
Test Cases/Nikita/Orange HRM/Login_Excel_Read_testdata,Chrome 71.0.3578.98,,2018-12-18 11:04:20,2018-12-18 11:04:53,32.627s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 71.0.3578.98,,2018-12-18 11:04:20,2018-12-18 11:04:20,0.004s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 71.0.3578.98,,2018-12-18 11:04:20,2018-12-18 11:04:20,0.002s,PASSED
"openBrowser(""https://opensource-demo.orangehrmlive.com/"")",Chrome 71.0.3578.98,,2018-12-18 11:04:21,2018-12-18 11:04:52,30.566s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/span_Username""))",Chrome 71.0.3578.98,,2018-12-18 11:04:52,2018-12-18 11:04:52,0.112s,PASSED
"setText(findTestObject(""Object Repository/Page_OrangeHRM/input_LOGIN Panel_txtUsername""), Username)",Chrome 71.0.3578.98,,2018-12-18 11:04:52,2018-12-18 11:04:52,0.116s,PASSED
"setText(findTestObject(""Object Repository/Page_OrangeHRM/input_Username_txtPassword""), Password)",Chrome 71.0.3578.98,,2018-12-18 11:04:52,2018-12-18 11:04:52,0.094s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/input_Password_Submit""))",Chrome 71.0.3578.98,,2018-12-18 11:04:52,2018-12-18 11:04:52,0.078s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2018-12-18 11:04:52,2018-12-18 11:04:53,0.759s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2018-12-18 11:04:53,2018-12-18 11:04:53,0.002s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2018-12-18 11:04:53,2018-12-18 11:04:53,0.001s,PASSED
