Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuite 1,Chrome 71.0.3578.80,,2018-12-11 11:56:30,2018-12-11 11:57:32,1m - 2.703s,ERROR
,,,,,,
Test Cases/Mohit/DemoSite/phpTravels,Chrome 71.0.3578.80,,2018-12-11 11:56:30,2018-12-11 11:57:30,59.608s,ERROR
"openBrowser(""https://www.phptravels.net/"")",Chrome 71.0.3578.80,,2018-12-11 11:56:32,2018-12-11 11:57:04,31.973s,PASSED
maximizeWindow(),Chrome 71.0.3578.80,,2018-12-11 11:57:04,2018-12-11 11:57:06,1.407s,PASSED
driver = getWebDriver(),Chrome 71.0.3578.80,,2018-12-11 11:57:06,2018-12-11 11:57:06,0.040s,PASSED
"for ([i = 0, i < 1000, (i++)])",Chrome 71.0.3578.80,,2018-12-11 11:57:06,2018-12-11 11:57:07,1.638s,PASSED
"elements = driver.findElements(By.className(""text-center""))",Chrome 71.0.3578.80,,2018-12-11 11:57:07,2018-12-11 11:57:07,0.081s,PASSED
for (org.openqa.selenium.WebElement webElement : elements),Chrome 71.0.3578.80,,2018-12-11 11:57:07,2018-12-11 11:57:08,1.004s,PASSED
"for ([i = 0, i < 1000, (i++)])",Chrome 71.0.3578.80,,2018-12-11 11:57:08,2018-12-11 11:57:10,1.247s,PASSED
action = new org.openqa.selenium.interactions.Actions(driver),Chrome 71.0.3578.80,,2018-12-11 11:57:10,2018-12-11 11:57:10,0.031s,PASSED
"elements = driver.findElements(By.className(""select2-chosen""))",Chrome 71.0.3578.80,,2018-12-11 11:57:10,2018-12-11 11:57:10,0.068s,PASSED
for (org.openqa.selenium.WebElement webElement : elements),Chrome 71.0.3578.80,,2018-12-11 11:57:10,2018-12-11 11:57:18,7.742s,PASSED
"name(""departure"")).click()",Chrome 71.0.3578.80,,2018-12-11 11:57:18,2018-12-11 11:57:18,0.347s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.80,,2018-12-11 11:57:18,2018-12-11 11:57:19,1.002s,PASSED
"elements = driver.findElements(By.className(""day""))",Chrome 71.0.3578.80,,2018-12-11 11:57:19,2018-12-11 11:57:19,0.153s,PASSED
for (org.openqa.selenium.WebElement webElement : elements),Chrome 71.0.3578.80,,2018-12-11 11:57:19,2018-12-11 11:57:30,10.849s,ERROR
